Date,Category,Sales_Units
2025-08-18,Women's Ethnic Wear,17
2025-08-18,Women's Western Wear,18
2025-08-18,Men's Casual Wear,21
2025-08-18,Festive & Party Wear,10
2025-08-18,Winter Wear,2
2025-08-18,Kids Wear,16
2025-08-18,Footwear,17
2025-08-18,Fashion Accessories,14
2025-08-18,Innerwear & Loungewear,6
2025-08-19,Traditional Assamese Wear,12
2025-08-19,Women's Ethnic Wear,11
2025-08-19,Women's Western Wear,16
2025-08-19,Men's Casual Wear,22
2025-08-19,Festive & Party Wear,9
2025-08-19,Winter Wear,4
2025-08-19,Kids Wear,16
2025-08-19,Footwear,24
2025-08-19,Fashion Accessories,9
2025-08-19,Innerwear & Loungewear,15
2025-08-20,Traditional Assamese Wear,14
2025-08-20,Women's Ethnic Wear,12
2025-08-20,Women's Western Wear,20
2025-08-20,Men's Casual Wear,15
2025-08-20,Festive & Party Wear,8
2025-08-20,Winter Wear,3
2025-08-20,Kids Wear,10
2025-08-20,Footwear,20
2025-08-20,Fashion Accessories,21
2025-08-20,Innerwear & Loungewear,19
2025-08-21,Traditional Assamese Wear,17
2025-08-21,Women's Ethnic Wear,12
2025-08-21,Women's Western Wear,22
2025-08-21,Men's Casual Wear,21
2025-08-21,Festive & Party Wear,5
2025-08-21,Winter Wear,2
2025-08-21,Kids Wear,14
2025-08-21,Footwear,12
2025-08-21,Fashion Accessories,12
2025-08-21,Innerwear & Loungewear,18
2025-08-22,Traditional Assamese Wear,11
2025-08-22,Women's Ethnic Wear,18
2025-08-22,Women's Western Wear,22
2025-08-22,Men's Casual Wear,18
2025-08-22,Festive & Party Wear,19
2025-08-22,Winter Wear,3
2025-08-22,Kids Wear,13
2025-08-22,Footwear,20
2025-08-22,Fashion Accessories,18
2025-08-22,Innerwear & Loungewear,21
2025-08-23,Traditional Assamese Wear,19
2025-08-23,Women's Ethnic Wear,24
2025-08-23,Women's Western Wear,11
2025-08-23,Men's Casual Wear,23
2025-08-23,Festive & Party Wear,8
2025-08-23,Winter Wear,4
2025-08-23,Kids Wear,14
2025-08-23,Footwear,22
2025-08-23,Fashion Accessories,17
2025-08-23,Innerwear & Loungewear,13
2025-08-24,Traditional Assamese Wear,14
2025-08-24,Women's Ethnic Wear,17
2025-08-24,Women's Western Wear,13
2025-08-24,Men's Casual Wear,11
2025-08-24,Festive & Party Wear,13
2025-08-24,Winter Wear,4
2025-08-24,Kids Wear,16
2025-08-24,Footwear,15
2025-08-24,Fashion Accessories,16
2025-08-24,Innerwear & Loungewear,26
2025-08-25,Traditional Assamese Wear,9
2025-08-25,Women's Ethnic Wear,20
2025-08-25,Women's Western Wear,25
2025-08-25,Men's Casual Wear,28
2025-08-25,Festive & Party Wear,11
2025-08-25,Winter Wear,1
2025-08-25,Kids Wear,16
2025-08-25,Footwear,12
2025-08-25,Fashion Accessories,18
2025-08-25,Innerwear & Loungewear,15
2025-08-26,Traditional Assamese Wear,5
2025-08-26,Women's Ethnic Wear,23
2025-08-26,Women's Western Wear,22
2025-08-26,Men's Casual Wear,18
2025-08-26,Festive & Party Wear,6
2025-08-26,Winter Wear,6
2025-08-26,Kids Wear,17
2025-08-26,Footwear,23
2025-08-26,Fashion Accessories,13
2025-08-26,Innerwear & Loungewear,12
2025-08-27,Traditional Assamese Wear,15
2025-08-27,Women's Ethnic Wear,27
2025-08-27,Women's Western Wear,29
2025-08-27,Men's Casual Wear,24
2025-08-27,Festive & Party Wear,8
2025-08-27,Winter Wear,1
2025-08-27,Kids Wear,19
2025-08-27,Footwear,21
2025-08-27,Fashion Accessories,16
2025-08-27,Innerwear & Loungewear,13
2025-08-28,Traditional Assamese Wear,17
2025-08-28,Women's Ethnic Wear,16
2025-08-28,Women's Western Wear,17
2025-08-28,Men's Casual Wear,23
2025-08-28,Festive & Party Wear,15
2025-08-28,Winter Wear,4
2025-08-28,Kids Wear,22
2025-08-28,Footwear,15
2025-08-28,Fashion Accessories,17
2025-08-28,Innerwear & Loungewear,21
2025-08-29,Traditional Assamese Wear,21
2025-08-29,Women's Ethnic Wear,19
2025-08-29,Women's Western Wear,30
2025-08-29,Men's Casual Wear,21
2025-08-29,Festive & Party Wear,11
2025-08-29,Winter Wear,3
2025-08-29,Kids Wear,14
2025-08-29,Footwear,18
2025-08-29,Fashion Accessories,14
2025-08-29,Innerwear & Loungewear,11
2025-08-30,Traditional Assamese Wear,13
2025-08-30,Women's Ethnic Wear,34
2025-08-30,Women's Western Wear,31
2025-08-30,Men's Casual Wear,25
2025-08-30,Festive & Party Wear,10
2025-08-30,Winter Wear,10
2025-08-30,Kids Wear,19
2025-08-30,Footwear,20
2025-08-30,Fashion Accessories,23
2025-08-30,Innerwear & Loungewear,20
2025-08-31,Traditional Assamese Wear,9
2025-08-31,Women's Ethnic Wear,29
2025-08-31,Women's Western Wear,15
2025-08-31,Men's Casual Wear,25
2025-08-31,Festive & Party Wear,6
2025-08-31,Winter Wear,5
2025-08-31,Kids Wear,25
2025-08-31,Footwear,21
2025-08-31,Fashion Accessories,25
2025-08-31,Innerwear & Loungewear,17
2025-09-01,Traditional Assamese Wear,14
2025-09-01,Women's Ethnic Wear,15
2025-09-01,Women's Western Wear,31
2025-09-01,Men's Casual Wear,20
2025-09-01,Festive & Party Wear,10
2025-09-01,Winter Wear,2
2025-09-01,Kids Wear,24
2025-09-01,Footwear,13
2025-09-01,Fashion Accessories,9
2025-09-01,Innerwear & Loungewear,11
2025-09-02,Traditional Assamese Wear,9
2025-09-02,Women's Ethnic Wear,14
2025-09-02,Women's Western Wear,21
2025-09-02,Men's Casual Wear,25
2025-09-02,Festive & Party Wear,10
2025-09-02,Winter Wear,2
2025-09-02,Kids Wear,20
2025-09-02,Footwear,17
2025-09-02,Fashion Accessories,20
2025-09-02,Innerwear & Loungewear,10
2025-09-03,Traditional Assamese Wear,14
2025-09-03,Women's Ethnic Wear,31
2025-09-03,Women's Western Wear,19
2025-09-03,Men's Casual Wear,31
2025-09-03,Festive & Party Wear,18
2025-09-03,Winter Wear,5
2025-09-03,Kids Wear,11
2025-09-03,Footwear,17
2025-09-03,Fashion Accessories,13
2025-09-03,Innerwear & Loungewear,13
2025-09-04,Traditional Assamese Wear,18
2025-09-04,Women's Ethnic Wear,28
2025-09-04,Women's Western Wear,20
2025-09-04,Men's Casual Wear,24
2025-09-04,Festive & Party Wear,16
2025-09-04,Winter Wear,5
2025-09-04,Kids Wear,22
2025-09-04,Footwear,23
2025-09-04,Fashion Accessories,13
2025-09-04,Innerwear & Loungewear,12
2025-09-05,Traditional Assamese Wear,15
2025-09-05,Women's Ethnic Wear,35
2025-09-05,Women's Western Wear,21
2025-09-05,Men's Casual Wear,24
2025-09-05,Festive & Party Wear,30
2025-09-05,Winter Wear,5
2025-09-05,Kids Wear,24
2025-09-05,Footwear,15
2025-09-05,Fashion Accessories,22
2025-09-05,Innerwear & Loungewear,21
2025-09-06,Traditional Assamese Wear,28
2025-09-06,Women's Ethnic Wear,27
2025-09-06,Women's Western Wear,36
2025-09-06,Men's Casual Wear,14
2025-09-06,Festive & Party Wear,14
2025-09-06,Winter Wear,7
2025-09-06,Kids Wear,20
2025-09-06,Footwear,22
2025-09-06,Fashion Accessories,18
2025-09-06,Innerwear & Loungewear,15
2025-09-07,Traditional Assamese Wear,14
2025-09-07,Women's Ethnic Wear,37
2025-09-07,Women's Western Wear,23
2025-09-07,Men's Casual Wear,43
2025-09-07,Festive & Party Wear,12
2025-09-07,Winter Wear,10
2025-09-07,Kids Wear,21
2025-09-07,Footwear,16
2025-09-07,Fashion Accessories,14
2025-09-07,Innerwear & Loungewear,14
2025-09-08,Traditional Assamese Wear,10
2025-09-08,Women's Ethnic Wear,22
2025-09-08,Women's Western Wear,25
2025-09-08,Men's Casual Wear,24
2025-09-08,Festive & Party Wear,14
2025-09-08,Winter Wear,7
2025-09-08,Kids Wear,11
2025-09-08,Footwear,11
2025-09-08,Fashion Accessories,18
2025-09-08,Innerwear & Loungewear,13
2025-09-09,Traditional Assamese Wear,13
2025-09-09,Women's Ethnic Wear,19
2025-09-09,Women's Western Wear,27
2025-09-09,Men's Casual Wear,17
2025-09-09,Festive & Party Wear,15
2025-09-09,Winter Wear,2
2025-09-09,Kids Wear,14
2025-09-09,Footwear,17
2025-09-09,Fashion Accessories,18
2025-09-09,Innerwear & Loungewear,5
2025-09-10,Traditional Assamese Wear,13
2025-09-10,Women's Ethnic Wear,17
2025-09-10,Women's Western Wear,25
2025-09-10,Men's Casual Wear,24
2025-09-10,Festive & Party Wear,16
2025-09-10,Winter Wear,6
2025-09-10,Kids Wear,19
2025-09-10,Footwear,34
2025-09-10,Fashion Accessories,22
2025-09-10,Innerwear & Loungewear,9
2025-09-11,Traditional Assamese Wear,12
2025-09-11,Women's Ethnic Wear,30
2025-09-11,Women's Western Wear,31
2025-09-11,Men's Casual Wear,27
2025-09-11,Festive & Party Wear,9
2025-09-11,Winter Wear,4
2025-09-11,Kids Wear,20
2025-09-11,Footwear,20
2025-09-11,Fashion Accessories,10
2025-09-11,Innerwear & Loungewear,20
2025-09-12,Traditional Assamese Wear,23
2025-09-12,Women's Ethnic Wear,25
2025-09-12,Women's Western Wear,31
2025-09-12,Men's Casual Wear,27
2025-09-12,Festive & Party Wear,20
2025-09-12,Winter Wear,10
2025-09-12,Kids Wear,26
2025-09-12,Footwear,21
2025-09-12,Fashion Accessories,17
2025-09-12,Innerwear & Loungewear,11
2025-09-13,Traditional Assamese Wear,26
2025-09-13,Women's Ethnic Wear,24
2025-09-13,Women's Western Wear,34
2025-09-13,Men's Casual Wear,25
2025-09-13,Festive & Party Wear,15
2025-09-13,Winter Wear,6
2025-09-13,Kids Wear,22
2025-09-13,Footwear,20
2025-09-13,Fashion Accessories,24
2025-09-13,Innerwear & Loungewear,13
2025-09-14,Traditional Assamese Wear,22
2025-09-14,Women's Ethnic Wear,16
2025-09-14,Women's Western Wear,25
2025-09-14,Men's Casual Wear,26
2025-09-14,Festive & Party Wear,25
2025-09-14,Winter Wear,6
2025-09-14,Kids Wear,19
2025-09-14,Footwear,24
2025-09-14,Fashion Accessories,27
2025-09-14,Innerwear & Loungewear,19
2025-09-15,Traditional Assamese Wear,14
2025-09-15,Women's Ethnic Wear,20
2025-09-15,Women's Western Wear,19
2025-09-15,Men's Casual Wear,24
2025-09-15,Festive & Party Wear,14
2025-09-15,Winter Wear,5
2025-09-15,Kids Wear,9
2025-09-15,Footwear,13
2025-09-15,Fashion Accessories,19
2025-09-15,Innerwear & Loungewear,7
2025-09-16,Traditional Assamese Wear,11
2025-09-16,Women's Ethnic Wear,32
2025-09-16,Women's Western Wear,18
2025-09-16,Men's Casual Wear,20
2025-09-16,Festive & Party Wear,13
2025-09-16,Winter Wear,9
2025-09-16,Kids Wear,16
2025-09-16,Footwear,13
2025-09-16,Fashion Accessories,18
2025-09-16,Innerwear & Loungewear,14
2025-09-17,Traditional Assamese Wear,12
2025-09-17,Women's Ethnic Wear,24
2025-09-17,Women's Western Wear,26
2025-09-17,Men's Casual Wear,25
2025-09-17,Festive & Party Wear,23
2025-09-17,Winter Wear,7
2025-09-17,Kids Wear,23
2025-09-17,Footwear,14
2025-09-17,Fashion Accessories,16
2025-09-17,Innerwear & Loungewear,15
2025-09-18,Traditional Assamese Wear,11
2025-09-18,Women's Ethnic Wear,24
2025-09-18,Women's Western Wear,32
2025-09-18,Men's Casual Wear,30
2025-09-18,Festive & Party Wear,19
2025-09-18,Winter Wear,6
2025-09-18,Kids Wear,20
2025-09-18,Footwear,16
2025-09-18,Fashion Accessories,17
2025-09-18,Innerwear & Loungewear,16
2025-09-19,Traditional Assamese Wear,19
2025-09-19,Women's Ethnic Wear,22
2025-09-19,Women's Western Wear,23
2025-09-19,Men's Casual Wear,26
2025-09-19,Festive & Party Wear,17
2025-09-19,Winter Wear,4
2025-09-19,Kids Wear,26
2025-09-19,Footwear,23
2025-09-19,Fashion Accessories,21
2025-09-19,Innerwear & Loungewear,19
2025-09-20,Traditional Assamese Wear,17
2025-09-20,Women's Ethnic Wear,29
2025-09-20,Women's Western Wear,26
2025-09-20,Men's Casual Wear,32
2025-09-20,Festive & Party Wear,22
2025-09-20,Winter Wear,3
2025-09-20,Kids Wear,19
2025-09-20,Footwear,24
2025-09-20,Fashion Accessories,15
2025-09-20,Innerwear & Loungewear,20
2025-09-21,Traditional Assamese Wear,11
2025-09-21,Women's Ethnic Wear,26
2025-09-21,Women's Western Wear,21
2025-09-21,Men's Casual Wear,23
2025-09-21,Festive & Party Wear,19
2025-09-21,Winter Wear,7
2025-09-21,Kids Wear,21
2025-09-21,Footwear,21
2025-09-21,Fashion Accessories,17
2025-09-21,Innerwear & Loungewear,20
2025-09-22,Traditional Assamese Wear,13
2025-09-22,Women's Ethnic Wear,21
2025-09-22,Women's Western Wear,25
2025-09-22,Men's Casual Wear,22
2025-09-22,Festive & Party Wear,15
2025-09-22,Winter Wear,5
2025-09-22,Kids Wear,25
2025-09-22,Footwear,19
2025-09-22,Fashion Accessories,17
2025-09-22,Innerwear & Loungewear,13
2025-09-23,Traditional Assamese Wear,14
2025-09-23,Women's Ethnic Wear,15
2025-09-23,Women's Western Wear,17
2025-09-23,Men's Casual Wear,21
2025-09-23,Festive & Party Wear,17
2025-09-23,Winter Wear,6
2025-09-23,Kids Wear,12
2025-09-23,Footwear,16
2025-09-23,Fashion Accessories,20
2025-09-23,Innerwear & Loungewear,15
2025-09-24,Traditional Assamese Wear,16
2025-09-24,Women's Ethnic Wear,19
2025-09-24,Women's Western Wear,31
2025-09-24,Men's Casual Wear,24
2025-09-24,Festive & Party Wear,16
2025-09-24,Winter Wear,11
2025-09-24,Kids Wear,12
2025-09-24,Footwear,29
2025-09-24,Fashion Accessories,20
2025-09-24,Innerwear & Loungewear,22
2025-09-25,Traditional Assamese Wear,15
2025-09-25,Women's Ethnic Wear,20
2025-09-25,Women's Western Wear,27
2025-09-25,Men's Casual Wear,38
2025-09-25,Festive & Party Wear,13
2025-09-25,Winter Wear,7
2025-09-25,Kids Wear,20
2025-09-25,Footwear,20
2025-09-25,Fashion Accessories,18
2025-09-25,Innerwear & Loungewear,12
2025-09-26,Traditional Assamese Wear,12
2025-09-26,Women's Ethnic Wear,30
2025-09-26,Women's Western Wear,29
2025-09-26,Men's Casual Wear,31
2025-09-26,Festive & Party Wear,14
2025-09-26,Winter Wear,9
2025-09-26,Kids Wear,15
2025-09-26,Footwear,17
2025-09-26,Fashion Accessories,18
2025-09-26,Innerwear & Loungewear,17
2025-09-27,Traditional Assamese Wear,12
2025-09-27,Women's Ethnic Wear,12
2025-09-27,Women's Western Wear,23
2025-09-27,Men's Casual Wear,40
2025-09-27,Festive & Party Wear,13
2025-09-27,Winter Wear,9
2025-09-27,Kids Wear,28
2025-09-27,Footwear,29
2025-09-27,Fashion Accessories,24
2025-09-27,Innerwear & Loungewear,18
2025-09-28,Traditional Assamese Wear,13
2025-09-28,Women's Ethnic Wear,21
2025-09-28,Women's Western Wear,28
2025-09-28,Men's Casual Wear,21
2025-09-28,Festive & Party Wear,25
2025-09-28,Winter Wear,6
2025-09-28,Kids Wear,28
2025-09-28,Footwear,20
2025-09-28,Fashion Accessories,21
2025-09-28,Innerwear & Loungewear,16
2025-09-29,Traditional Assamese Wear,11
2025-09-29,Women's Ethnic Wear,21
2025-09-29,Women's Western Wear,27
2025-09-29,Men's Casual Wear,20
2025-09-29,Festive & Party Wear,9
2025-09-29,Winter Wear,7
2025-09-29,Kids Wear,17
2025-09-29,Footwear,16
2025-09-29,Fashion Accessories,19
2025-09-29,Innerwear & Loungewear,15
2025-09-30,Traditional Assamese Wear,10
2025-09-30,Women's Ethnic Wear,11
2025-09-30,Women's Western Wear,24
2025-09-30,Men's Casual Wear,12
2025-09-30,Festive & Party Wear,10
2025-09-30,Winter Wear,5
2025-09-30,Kids Wear,26
2025-09-30,Footwear,28
2025-09-30,Fashion Accessories,21
2025-09-30,Innerwear & Loungewear,17
2025-10-01,Traditional Assamese Wear,19
2025-10-01,Women's Ethnic Wear,35
2025-10-01,Women's Western Wear,21
2025-10-01,Men's Casual Wear,28
2025-10-01,Festive & Party Wear,29
2025-10-01,Winter Wear,10
2025-10-01,Kids Wear,17
2025-10-01,Footwear,18
2025-10-01,Fashion Accessories,32
2025-10-01,Innerwear & Loungewear,13
2025-10-02,Traditional Assamese Wear,23
2025-10-02,Women's Ethnic Wear,52
2025-10-02,Women's Western Wear,15
2025-10-02,Men's Casual Wear,18
2025-10-02,Festive & Party Wear,28
2025-10-02,Winter Wear,11
2025-10-02,Kids Wear,26
2025-10-02,Footwear,29
2025-10-02,Fashion Accessories,17
2025-10-02,Innerwear & Loungewear,14
2025-10-03,Traditional Assamese Wear,21
2025-10-03,Women's Ethnic Wear,43
2025-10-03,Women's Western Wear,25
2025-10-03,Men's Casual Wear,26
2025-10-03,Festive & Party Wear,32
2025-10-03,Winter Wear,11
2025-10-03,Kids Wear,24
2025-10-03,Footwear,28
2025-10-03,Fashion Accessories,27
2025-10-03,Innerwear & Loungewear,19
2025-10-04,Traditional Assamese Wear,15
2025-10-04,Women's Ethnic Wear,57
2025-10-04,Women's Western Wear,37
2025-10-04,Men's Casual Wear,31
2025-10-04,Festive & Party Wear,27
2025-10-04,Winter Wear,10
2025-10-04,Kids Wear,16
2025-10-04,Footwear,35
2025-10-04,Fashion Accessories,37
2025-10-04,Innerwear & Loungewear,18
2025-10-05,Traditional Assamese Wear,15
2025-10-05,Women's Ethnic Wear,38
2025-10-05,Women's Western Wear,39
2025-10-05,Men's Casual Wear,27
2025-10-05,Festive & Party Wear,35
2025-10-05,Winter Wear,6
2025-10-05,Kids Wear,23
2025-10-05,Footwear,35
2025-10-05,Fashion Accessories,31
2025-10-05,Innerwear & Loungewear,22
2025-10-06,Traditional Assamese Wear,14
2025-10-06,Women's Ethnic Wear,27
2025-10-06,Women's Western Wear,25
2025-10-06,Men's Casual Wear,24
2025-10-06,Festive & Party Wear,31
2025-10-06,Winter Wear,3
2025-10-06,Kids Wear,19
2025-10-06,Footwear,23
2025-10-06,Fashion Accessories,28
2025-10-06,Innerwear & Loungewear,15
2025-10-07,Traditional Assamese Wear,22
2025-10-07,Women's Ethnic Wear,26
2025-10-07,Women's Western Wear,36
2025-10-07,Men's Casual Wear,32
2025-10-07,Festive & Party Wear,34
2025-10-07,Winter Wear,10
2025-10-07,Kids Wear,21
2025-10-07,Footwear,20
2025-10-07,Fashion Accessories,28
2025-10-07,Innerwear & Loungewear,15
2025-10-08,Traditional Assamese Wear,10
2025-10-08,Women's Ethnic Wear,44
2025-10-08,Women's Western Wear,31
2025-10-08,Men's Casual Wear,31
2025-10-08,Festive & Party Wear,21
2025-10-08,Winter Wear,16
2025-10-08,Kids Wear,20
2025-10-08,Footwear,28
2025-10-08,Fashion Accessories,24
2025-10-08,Innerwear & Loungewear,9
2025-10-09,Traditional Assamese Wear,17
2025-10-09,Women's Ethnic Wear,27
2025-10-09,Women's Western Wear,24
2025-10-09,Men's Casual Wear,24
2025-10-09,Festive & Party Wear,27
2025-10-09,Winter Wear,14
2025-10-09,Kids Wear,25
2025-10-09,Footwear,23
2025-10-09,Fashion Accessories,27
2025-10-09,Innerwear & Loungewear,17
2025-10-10,Traditional Assamese Wear,21
2025-10-10,Women's Ethnic Wear,46
2025-10-10,Women's Western Wear,35
2025-10-10,Men's Casual Wear,32
2025-10-10,Festive & Party Wear,41
2025-10-10,Winter Wear,15
2025-10-10,Kids Wear,22
2025-10-10,Footwear,32
2025-10-10,Fashion Accessories,33
2025-10-10,Innerwear & Loungewear,11
2025-10-11,Traditional Assamese Wear,28
2025-10-11,Women's Ethnic Wear,44
2025-10-11,Women's Western Wear,43
2025-10-11,Men's Casual Wear,36
2025-10-11,Festive & Party Wear,44
2025-10-11,Winter Wear,6
2025-10-11,Kids Wear,19
2025-10-11,Footwear,34
2025-10-11,Fashion Accessories,37
2025-10-11,Innerwear & Loungewear,17
2025-10-12,Traditional Assamese Wear,31
2025-10-12,Women's Ethnic Wear,93
2025-10-12,Women's Western Wear,72
2025-10-12,Men's Casual Wear,43
2025-10-12,Festive & Party Wear,90
2025-10-12,Winter Wear,9
2025-10-12,Kids Wear,44
2025-10-12,Footwear,52
2025-10-12,Fashion Accessories,63
2025-10-12,Innerwear & Loungewear,23
2025-10-13,Traditional Assamese Wear,20
2025-10-13,Women's Ethnic Wear,92
2025-10-13,Women's Western Wear,36
2025-10-13,Men's Casual Wear,30
2025-10-13,Festive & Party Wear,109
2025-10-13,Winter Wear,4
2025-10-13,Kids Wear,46
2025-10-13,Footwear,41
2025-10-13,Fashion Accessories,67
2025-10-13,Innerwear & Loungewear,11
2025-10-14,Traditional Assamese Wear,29
2025-10-14,Women's Ethnic Wear,86
2025-10-14,Women's Western Wear,56
2025-10-14,Men's Casual Wear,39
2025-10-14,Festive & Party Wear,95
2025-10-14,Winter Wear,12
2025-10-14,Kids Wear,32
2025-10-14,Footwear,45
2025-10-14,Fashion Accessories,65
2025-10-14,Innerwear & Loungewear,10
2025-10-15,Traditional Assamese Wear,20
2025-10-15,Women's Ethnic Wear,103
2025-10-15,Women's Western Wear,46
2025-10-15,Men's Casual Wear,43
2025-10-15,Festive & Party Wear,111
2025-10-15,Winter Wear,5
2025-10-15,Kids Wear,43
2025-10-15,Footwear,52
2025-10-15,Fashion Accessories,68
2025-10-15,Innerwear & Loungewear,21
2025-10-16,Traditional Assamese Wear,21
2025-10-16,Women's Ethnic Wear,87
2025-10-16,Women's Western Wear,53
2025-10-16,Men's Casual Wear,18
2025-10-16,Festive & Party Wear,98
2025-10-16,Winter Wear,17
2025-10-16,Kids Wear,53
2025-10-16,Footwear,45
2025-10-16,Fashion Accessories,45
2025-10-16,Innerwear & Loungewear,12
2025-10-17,Traditional Assamese Wear,19
2025-10-17,Women's Ethnic Wear,85
2025-10-17,Women's Western Wear,53
2025-10-17,Men's Casual Wear,39
2025-10-17,Festive & Party Wear,152
2025-10-17,Winter Wear,17
2025-10-17,Kids Wear,62
2025-10-17,Footwear,57
2025-10-17,Fashion Accessories,62
2025-10-17,Innerwear & Loungewear,20
2025-10-18,Traditional Assamese Wear,37
2025-10-18,Women's Ethnic Wear,117
2025-10-18,Women's Western Wear,67
2025-10-18,Men's Casual Wear,36
2025-10-18,Festive & Party Wear,139
2025-10-18,Winter Wear,6
2025-10-18,Kids Wear,53
2025-10-18,Footwear,55
2025-10-18,Fashion Accessories,56
2025-10-18,Innerwear & Loungewear,27
2025-10-19,Traditional Assamese Wear,29
2025-10-19,Women's Ethnic Wear,107
2025-10-19,Women's Western Wear,69
2025-10-19,Men's Casual Wear,34
2025-10-19,Festive & Party Wear,137
2025-10-19,Winter Wear,9
2025-10-19,Kids Wear,44
2025-10-19,Footwear,46
2025-10-19,Fashion Accessories,78
2025-10-19,Innerwear & Loungewear,13
2025-10-20,Traditional Assamese Wear,30
2025-10-20,Women's Ethnic Wear,86
2025-10-20,Women's Western Wear,52
2025-10-20,Men's Casual Wear,33
2025-10-20,Festive & Party Wear,91
2025-10-20,Winter Wear,10
2025-10-20,Kids Wear,43
2025-10-20,Footwear,44
2025-10-20,Fashion Accessories,49
2025-10-20,Innerwear & Loungewear,22
2025-10-21,Traditional Assamese Wear,31
2025-10-21,Women's Ethnic Wear,76
2025-10-21,Women's Western Wear,48
2025-10-21,Men's Casual Wear,23
2025-10-21,Festive & Party Wear,83
2025-10-21,Winter Wear,13
2025-10-21,Kids Wear,40
2025-10-21,Footwear,52
2025-10-21,Fashion Accessories,77
2025-10-21,Innerwear & Loungewear,20
2025-10-22,Traditional Assamese Wear,18
2025-10-22,Women's Ethnic Wear,34
2025-10-22,Women's Western Wear,18
2025-10-22,Men's Casual Wear,27
2025-10-22,Festive & Party Wear,19
2025-10-22,Winter Wear,10
2025-10-22,Kids Wear,24
2025-10-22,Footwear,30
2025-10-22,Fashion Accessories,35
2025-10-22,Innerwear & Loungewear,11
2025-10-23,Traditional Assamese Wear,20
2025-10-23,Women's Ethnic Wear,43
2025-10-23,Women's Western Wear,34
2025-10-23,Men's Casual Wear,36
2025-10-23,Festive & Party Wear,22
2025-10-23,Winter Wear,5
2025-10-23,Kids Wear,25
2025-10-23,Footwear,33
2025-10-23,Fashion Accessories,41
2025-10-23,Innerwear & Loungewear,21
2025-10-24,Traditional Assamese Wear,18
2025-10-24,Women's Ethnic Wear,48
2025-10-24,Women's Western Wear,26
2025-10-24,Men's Casual Wear,22
2025-10-24,Festive & Party Wear,30
2025-10-24,Winter Wear,8
2025-10-24,Kids Wear,33
2025-10-24,Footwear,38
2025-10-24,Fashion Accessories,32
2025-10-24,Innerwear & Loungewear,21
2025-10-25,Traditional Assamese Wear,27
2025-10-25,Women's Ethnic Wear,43
2025-10-25,Women's Western Wear,34
2025-10-25,Men's Casual Wear,39
2025-10-25,Festive & Party Wear,37
2025-10-25,Winter Wear,8
2025-10-25,Kids Wear,42
2025-10-25,Footwear,39
2025-10-25,Fashion Accessories,39
2025-10-25,Innerwear & Loungewear,19
2025-10-26,Traditional Assamese Wear,18
2025-10-26,Women's Ethnic Wear,51
2025-10-26,Women's Western Wear,37
2025-10-26,Men's Casual Wear,27
2025-10-26,Festive & Party Wear,35
2025-10-26,Winter Wear,3
2025-10-26,Kids Wear,21
2025-10-26,Footwear,36
2025-10-26,Fashion Accessories,38
2025-10-26,Innerwear & Loungewear,30
2025-10-27,Traditional Assamese Wear,14
2025-10-27,Women's Ethnic Wear,50
2025-10-27,Women's Western Wear,35
2025-10-27,Men's Casual Wear,30
2025-10-27,Festive & Party Wear,18
2025-10-27,Winter Wear,14
2025-10-27,Kids Wear,27
2025-10-27,Footwear,20
2025-10-27,Fashion Accessories,30
2025-10-27,Innerwear & Loungewear,16
2025-10-28,Traditional Assamese Wear,21
2025-10-28,Women's Ethnic Wear,41
2025-10-28,Women's Western Wear,22
2025-10-28,Men's Casual Wear,38
2025-10-28,Festive & Party Wear,40
2025-10-28,Winter Wear,10
2025-10-28,Kids Wear,24
2025-10-28,Footwear,44
2025-10-28,Fashion Accessories,25
2025-10-28,Innerwear & Loungewear,10
2025-10-29,Traditional Assamese Wear,17
2025-10-29,Women's Ethnic Wear,39
2025-10-29,Women's Western Wear,28
2025-10-29,Men's Casual Wear,35
2025-10-29,Festive & Party Wear,39
2025-10-29,Winter Wear,9
2025-10-29,Kids Wear,16
2025-10-29,Footwear,24
2025-10-29,Fashion Accessories,34
2025-10-29,Innerwear & Loungewear,20
2025-10-30,Traditional Assamese Wear,22
2025-10-30,Women's Ethnic Wear,47
2025-10-30,Women's Western Wear,45
2025-10-30,Men's Casual Wear,45
2025-10-30,Festive & Party Wear,29
2025-10-30,Winter Wear,10
2025-10-30,Kids Wear,25
2025-10-30,Footwear,30
2025-10-30,Fashion Accessories,24
2025-10-30,Innerwear & Loungewear,17
2025-10-31,Traditional Assamese Wear,19
2025-10-31,Women's Ethnic Wear,45
2025-10-31,Women's Western Wear,41
2025-10-31,Men's Casual Wear,29
2025-10-31,Festive & Party Wear,45
2025-10-31,Winter Wear,10
2025-10-31,Kids Wear,23
2025-10-31,Footwear,30
2025-10-31,Fashion Accessories,25
2025-10-31,Innerwear & Loungewear,24
2025-11-01,Traditional Assamese Wear,23
2025-11-01,Women's Ethnic Wear,30
2025-11-01,Women's Western Wear,36
2025-11-01,Men's Casual Wear,30
2025-11-01,Festive & Party Wear,13
2025-11-01,Winter Wear,26
2025-11-01,Kids Wear,17
2025-11-01,Footwear,13
2025-11-01,Fashion Accessories,25
2025-11-01,Innerwear & Loungewear,16
2025-11-02,Traditional Assamese Wear,10
2025-11-02,Women's Ethnic Wear,27
2025-11-02,Women's Western Wear,21
2025-11-02,Men's Casual Wear,28
2025-11-02,Festive & Party Wear,16
