Store,Region,Product_Category,Avg_Daily_Demand,Std_Daily_Demand,Safety_Stock,Reorder_Point,Current_Inventory,Days_Of_Supply,Stockout_Risk,Inventory_Position,Action,Priority_Score,Target_Level,Recommended_Order_Qty,Days_Until_Stockout
849,Tamil Nadu,Pet Care,6576.9824,451.34244,1970.3307,48009.207,67098.44210136292,10.202010252938178,0.0,1.3976161302010865,OK,0.0,140086.9611,72989,10.2
850,Tamil Nadu,Food,5992.5166,687.5988,3001.7056,44949.324,30958.15181967681,5.166135344807342,0.3112654671065546,0.688734536245235,REORDER SOON,34.9,128844.5542,97886,5.2
851,Tamil Nadu,Clothing & Apparel,5462.074,469.5969,2050.0203,40284.54,34018.87694393711,6.228197490828376,0.1555351572682001,0.844464823079452,WATCHLIST,18.7,116753.5743,82735,6.2
852,Tamil Nadu,Electronics & Gadgets,5656.315,606.0745,2645.812,42240.016,72254.87702828119,12.774196234963798,0.0,1.7105788271548283,OK,0.0,121428.427,49174,12.8
853,Tamil Nadu,Footwear & Shoes,7831.4595,319.58786,1395.1573,56215.37,61611.40721600341,7.867167982049998,0.0,1.095988645382987,MONITOR,0.0,165855.8068,104244,7.9
854,Tamil Nadu,Home Decor,6272.248,705.5514,3080.0771,46985.812,65247.43303201108,10.402559424370832,0.0,1.388662454785523,OK,0.0,134797.28509999998,69550,10.4
855,Tamil Nadu,Games & Toys,5813.9204,549.06055,2396.918,43094.36,40914.55870861928,7.037344136522106,0.0505820413157195,0.9494179449148168,MONITOR,7.9,124489.2464,83575,7.0
856,Tamil Nadu,Sports Products,6386.581,335.7296,1465.6241,46171.69,21804.693152204247,3.4141417709245947,0.527747576748885,0.4722524376344952,REORDER NOW,58.5,135583.8251,113779,3.4
857,Tamil Nadu,Tupperware,6052.6987,610.4084,2664.7314,45033.62,31414.93287346268,5.190235673770228,0.3024115736093315,0.6975884433332847,REORDER SOON,34.0,129771.4041,98356,5.2
858,Tamil Nadu,Furniture,5732.941,537.4158,2346.083,42476.668,40036.31026545381,6.983555358117864,0.0574517216155362,0.9425482776910329,MONITOR,8.6,122737.844,82702,7.0
859,Tamil Nadu,Pet Care,6499.376,1716.6782,7494.1406,52989.773,47775.08745911006,7.350719150791174,0.0984092899461161,0.9015907174976964,MONITOR,12.5,143981.03660000002,96206,7.4
860,Tamil Nadu,Food,6581.0386,463.47476,2023.2942,48090.562,50441.162961104754,7.664620468676214,0.0,1.0488786336309557,MONITOR,0.0,140225.1048,89784,7.7
861,Tamil Nadu,Clothing & Apparel,5608.396,633.80774,2766.8809,42025.656,57832.61138343317,10.311791717937464,0.0,1.376126321108067,OK,0.0,120543.1969,62711,10.3
862,Tamil Nadu,Electronics & Gadgets,6463.757,756.7951,3303.781,48550.08,50843.25041929337,7.865897760357052,0.0,1.0472330924952826,MONITOR,0.0,139042.67799999999,88199,7.9
863,Tamil Nadu,Footwear & Shoes,6533.255,1719.8412,7507.9487,53240.734,43474.41309198345,6.654326805212313,0.1834370129876059,0.8165629927638386,WATCHLIST,21.3,144706.30370000002,101232,6.7
864,Tamil Nadu,Home Decor,5634.1934,584.5747,2551.9548,41991.305,71619.11635262087,12.71151197419422,0.0,1.705570149644572,OK,0.0,120870.01620000001,49251,12.7
865,Tamil Nadu,Games & Toys,6532.471,387.92,1693.4607,47420.758,71944.3547392672,11.0133443579381,0.0,1.5171489822930961,OK,0.0,138875.3517,66931,11.0
866,Tamil Nadu,Sports Products,6044.3286,607.2113,2650.7744,44961.074,14517.765882607311,2.40188229519939,0.6771036694547434,0.3228963321162504,REORDER NOW,75.7,129581.67499999999,115064,2.4
867,Tamil Nadu,Tupperware,4842.0566,1287.1776,5619.16,39513.56,16434.70361992416,3.394157656487639,0.5840743227180836,0.4159256624795174,REORDER NOW,64.1,107302.3486,90868,3.4
868,Tamil Nadu,Furniture,6726.5737,799.82007,3491.6062,50577.62,32153.74092561898,4.780106814257472,0.3642694094682857,0.635730604279501,REORDER SOON,40.5,144749.6539,112596,4.8
869,Tamil Nadu,Pet Care,5078.9897,659.68164,2879.8333,38432.76,15264.192224542145,3.0053599214847466,0.6028338443059303,0.39716617345572225,REORDER NOW,66.7,109538.617,94274,3.0
870,Tamil Nadu,Food,9178.727,2783.5212,12151.433,76402.516,78983.46771201998,8.605057267389316,0.0,1.0337809779984206,MONITOR,0.0,204904.7,125921,8.6
871,Tamil Nadu,Clothing & Apparel,6522.19,451.0852,1969.2078,47624.535,65940.7906093987,10.110222364235716,0.0,1.3845970487564592,OK,0.0,138935.1978,72994,10.1
872,Tamil Nadu,Electronics & Gadgets,6312.913,753.938,3291.3083,47481.7,93387.58697059134,14.79310513218048,0.0,1.966812202819009,OK,0.0,135862.48129999998,42475,14.8
873,Tamil Nadu,Footwear & Shoes,3802.3013,914.9278,3994.1077,30610.217,30324.56550462512,7.975318985800289,0.0093318937969443,0.9906680996291245,MONITOR,3.4,83842.435,53518,8.0
874,Tamil Nadu,Home Decor,4846.0073,700.36096,3057.4185,36979.47,35481.20399419829,7.321739655009374,0.0405161243913681,0.9594838431756401,MONITOR,6.7,104823.5718,69342,7.3
875,Tamil Nadu,Games & Toys,6035.5547,586.74243,2561.418,44810.3,69887.3008859915,11.579267276085218,0.0,1.5596258200902804,OK,0.0,129308.0667,59421,11.6
876,Tamil Nadu,Sports Products,10354.822,6044.553,26387.434,98871.19,79134.89120995706,7.6423225024983665,0.1996162561519041,0.8003837236100532,WATCHLIST,22.5,243838.696,164704,7.6
877,Tamil Nadu,Tupperware,5634.601,1105.6517,4826.711,44268.918,29451.60500022477,5.22691928182481,0.3347114329513307,0.6652885665790333,REORDER SOON,37.2,123153.332,93702,5.2
878,Tamil Nadu,Furniture,9614.063,3824.7283,16696.812,83995.26,75146.55262399433,7.816315422421458,0.1053476757968689,0.8946523009035787,MONITOR,13.1,218592.135,143446,7.8
879,Tamil Nadu,Pet Care,3748.3188,602.95026,2632.173,28870.406,42906.421846753095,11.446844196187214,0.0,1.4861731368361462,OK,0.0,81346.86779999999,38440,11.4
880,Tamil Nadu,Food,6578.352,456.01544,1990.7306,48039.195,36930.56387412873,5.61395370588943,0.2312409974003197,0.7687590076005382,WATCHLIST,26.6,140136.1226,103206,5.6
881,Tamil Nadu,Clothing & Apparel,3639.0095,616.60315,2691.7747,28164.842,37608.7319768891,10.3348814436595,0.0,1.3353077562760374,OK,0.0,79110.9742,41502,10.3
882,Tamil Nadu,Electronics & Gadgets,6763.4746,258.4104,1128.0879,48472.406,61656.95469184216,9.11616561794704,0.0,1.272001119396511,OK,0.0,143161.0545,81504,9.1
883,Tamil Nadu,Footwear & Shoes,4809.699,728.75586,3181.376,36849.27,42373.46048365933,8.810002155326426,0.0,1.1499131593016452,MONITOR,0.0,104185.055,61812,8.8
884,Tamil Nadu,Home Decor,6566.1494,449.74677,1963.3647,47926.41,20590.291625847167,3.135824412059469,0.5703769266523705,0.4296230747482894,REORDER NOW,63.2,139852.5021,119262,3.1
885,Tamil Nadu,Games & Toys,7661.454,1011.395,4415.2344,58045.414,108069.16530393624,14.10556845624074,0.0,1.8618036784772738,OK,0.0,165305.76839999997,57237,14.1
886,Tamil Nadu,Sports Products,6547.8623,436.3489,1904.8766,47739.91,45047.58455958605,6.879739136746549,0.0563956988576668,0.9436043042306961,MONITOR,8.5,139409.98489999998,94362,6.9
887,Tamil Nadu,Tupperware,6009.9385,577.18396,2519.6904,44589.26,43275.83006222604,7.20071099412959,0.029456232417763,0.9705438049930867,MONITOR,5.7,128728.39890000001,85453,7.2
888,Tamil Nadu,Furniture,6285.165,711.1946,3104.7126,47100.867,41473.7865546481,6.598678999976485,0.1194687267742122,0.8805312767310228,MONITOR,14.9,135093.1776,93619,6.6
889,Tamil Nadu,Pet Care,4450.3765,871.2006,3803.217,34955.85,17524.303048552523,3.9377125029731146,0.4986732616935507,0.5013267607153745,REORDER SOON,54.8,97261.12350000002,79737,3.9
890,Tamil Nadu,Food,6250.0527,681.4051,2974.6667,46725.035,66693.2927690249,10.670836807858418,0.0,1.427356721488275,OK,0.0,134225.7734,67532,10.7
891,Tamil Nadu,Clothing & Apparel,6423.767,872.9837,3811.0012,48777.37,89616.58520640098,13.950783699503774,0.0,1.8372574250395415,OK,0.0,138710.1082,49094,14.0
892,Tamil Nadu,Electronics & Gadgets,5498.77,1134.0121,4950.5176,43441.906,57466.04993391323,10.450709836890397,0.0,1.3228252446822482,OK,0.0,120424.68760000002,62959,10.5
893,Tamil Nadu,Footwear & Shoes,6208.174,568.98596,2483.9023,45941.12,77615.18597152564,12.502096126868128,0.0,1.689449146462377,OK,0.0,132855.5563,55240,12.5
894,Tamil Nadu,Home Decor,7865.663,551.95294,2409.5447,57469.184,90814.81008669696,11.545728452196071,0.0,1.5802348974834401,OK,0.0,167588.46769999998,76774,11.5
895,Tamil Nadu,Games & Toys,8174.2676,257.15952,1122.6272,58342.504,51178.66480713003,6.260948068801695,0.1227893665762352,0.8772106320141835,MONITOR,15.4,172782.2468,121604,6.3
896,Tamil Nadu,Sports Products,7865.663,551.95294,2409.5447,57469.184,25197.332505881936,3.203459419833349,0.5615505401294365,0.43844945677116165,REORDER NOW,62.2,167588.46769999998,142391,3.2
897,Tamil Nadu,Tupperware,5682.3237,530.0586,2313.9653,42090.23,56588.24092075112,9.958644316113787,0.0,1.34445074119935,OK,0.0,121642.76299999999,65055,10.0
898,Tamil Nadu,Furniture,5373.3228,1339.7161,5848.5166,43461.773,18808.45813519589,3.500340291586373,0.567241356079422,0.43275864827686367,REORDER NOW,62.3,118688.2954,99880,3.5
899,Tamil Nadu,Pet Care,5553.8164,933.44037,4074.9243,42951.64,35325.943143482174,6.360660950860392,0.1775414715376271,0.8224585404301716,WATCHLIST,20.8,120705.06869999999,85379,6.4
900,Tamil Nadu,Food,6238.338,657.03253,2868.2686,46536.637,45911.11959792357,7.359511524202463,0.0134413908036977,0.9865586032339115,MONITOR,4.0,133873.3666,87962,7.4
901,Tamil Nadu,Clothing & Apparel,6424.3965,426.23917,1860.7426,46831.516,50027.3558247427,7.787090343258855,0.0,1.068241220821096,MONITOR,0.0,136773.0691,86746,7.8
902,Tamil Nadu,Electronics & Gadgets,5951.669,909.63586,3971.0059,45632.688,80077.71741380321,13.454665934816814,0.0,1.7548323564415755,OK,0.0,128956.0549,48878,13.5
903,Tamil Nadu,Footwear & Shoes,8283.5625,343.42596,1499.2224,59484.16,59768.282479810914,7.215287200381589,0.0,1.0047764393043612,MONITOR,2.3,175454.0349,115686,7.2
904,Tamil Nadu,Home Decor,5951.387,688.1735,3004.2144,44663.926,63100.62218501077,10.602674635328835,0.0,1.4127871827705152,OK,0.0,127983.34139999999,64883,10.6
905,Tamil Nadu,Games & Toys,8089.373,631.79614,2758.0994,59383.707,75379.84791023021,9.318379492876788,0.0,1.2693691875825504,OK,0.0,172634.9324,97255,9.3
906,Tamil Nadu,Sports Products,8294.143,707.31696,3087.785,61146.785,74628.50881049456,8.997736427550697,0.0,1.2204813190177466,OK,0.0,177264.788,102636,9.0
907,Tamil Nadu,Tupperware,6330.5913,683.63513,2984.4019,47298.543,19235.27376615909,3.0384639962537614,0.5933220653569016,0.4066779343744075,REORDER NOW,65.7,135926.8192,116692,3.0
908,Tamil Nadu,Furniture,4462.7314,948.0253,4138.5947,35377.715,19302.40770491924,4.325245187046563,0.4543907714172415,0.5456092261730087,REORDER SOON,50.0,97855.95409999999,78554,4.3
909,Tamil Nadu,Pet Care,11018.476,4931.1924,21527.068,98656.4,50576.22165049752,4.590128757470425,0.4873498074984143,0.5126501843823363,REORDER SOON,53.0,252915.064,202339,4.6
910,Tamil Nadu,Food,6005.2993,547.8797,2391.763,44428.855,43803.11132957902,7.294076285242033,0.0140841831861077,0.9859158272158717,MONITOR,4.1,128503.0483,84700,7.3
911,Tamil Nadu,Clothing & Apparel,7925.488,978.79626,4272.925,59751.34,40160.93116387716,5.067313484415017,0.3278655965054815,0.6721344017368843,REORDER SOON,36.7,170708.17299999998,130547,5.1
912,Tamil Nadu,Electronics & Gadgets,6250.7817,525.32904,2293.3184,46048.79,77435.53182679578,12.388135607513291,0.0,1.681597536586646,OK,0.0,133559.73409999997,56124,12.4
913,Tamil Nadu,Footwear & Shoes,7282.5566,992.78143,4333.977,55311.875,45441.7530325368,6.23980770421264,0.1784448993541296,0.8215551006458703,WATCHLIST,21.0,157267.6656,111826,6.2
914,Tamil Nadu,Home Decor,6544.6865,810.5451,3538.4263,49351.23,46611.12562821571,7.12197986279317,0.0555225232381868,0.9444774857326901,MONITOR,8.3,140976.84279999998,94366,7.1
915,Tamil Nadu,Games & Toys,5986.835,695.23145,3035.0254,44942.867,30234.293838997717,5.050129832585734,0.3272726968472807,0.6727273059593132,REORDER SOON,36.6,128758.5604,98524,5.1
916,Tamil Nadu,Sports Products,5502.66,642.2051,2803.5393,41322.16,40931.66562433072,7.43852327093832,0.0094500028663245,0.9905500008792066,MONITOR,3.6,118359.3993,77428,7.4
917,Tamil Nadu,Tupperware,6312.3926,493.84732,2155.8853,46342.637,36852.642899686165,5.838141789120581,0.2047788924194775,0.795221102754385,WATCHLIST,23.8,134716.1299,97863,5.8
918,Tamil Nadu,Furniture,5186.7104,1066.4984,4655.7876,40962.76,42912.33394449593,8.27351639630464,0.0,1.0475938131243092,MONITOR,0.0,113576.70599999999,70664,8.3
919,Tamil Nadu,Pet Care,5632.7373,969.98193,4234.4463,43663.605,53093.757931681735,9.425924743108064,0.0,1.2159728435542996,OK,0.0,122521.92959999999,69428,9.4
920,Tamil Nadu,Food,5967.4355,678.6861,2962.7969,44734.844,45631.32701435569,7.646723061508673,0.0,1.020039927139473,MONITOR,0.6,128278.94239999999,82648,7.6
921,Tamil Nadu,Clothing & Apparel,9810.467,2928.3154,12783.529,81456.8,134891.34153022547,13.749737328828571,0.0,1.6559862593451433,OK,0.0,218803.336,83912,13.7
922,Tamil Nadu,Electronics & Gadgets,6539.883,372.00558,1623.9865,47403.168,92571.79932098652,14.154963013106212,0.0,1.9528610265243564,OK,0.0,138961.5295,46390,14.2
923,Tamil Nadu,Footwear & Shoes,5316.816,413.4453,1804.8911,39022.6,60042.02647970187,11.292854107809788,0.0,1.538647513997065,OK,0.0,113458.02709999999,53416,11.3
924,Tamil Nadu,Home Decor,5993.8247,539.2711,2354.1824,44310.957,68641.79017777773,11.452085026319716,0.0,1.5490929292675337,OK,0.0,128224.50110000001,59583,11.5
925,Tamil Nadu,Games & Toys,6428.592,1062.6029,4638.7817,49638.92,89732.99595105894,13.958421810928952,0.0,1.8077145101275158,OK,0.0,139639.2137,49906,14.0
926,Tamil Nadu,Sports Products,6051.7446,591.8766,2583.831,44946.043,65301.922739664005,10.79059457131558,0.0,1.4528959254469633,OK,0.0,129670.4676,64369,10.8
927,Tamil Nadu,Tupperware,5742.3325,478.18634,2087.5173,42283.844,39705.513942083984,6.914527120649079,0.0609767130717868,0.9390232813763097,MONITOR,8.9,122676.49980000002,82971,6.9
928,Tamil Nadu,Furniture,6054.4717,657.9141,2872.117,45253.418,33916.2092654327,5.601844563782529,0.2505271250703377,0.7494728744121096,WATCHLIST,28.6,130016.0227,96100,5.6
929,Tamil Nadu,Pet Care,6314.8643,499.52164,2180.6565,46384.707,53038.41730756454,8.398979794687987,0.0,1.1434462075520826,MONITOR,0.0,134792.80680000002,81754,8.4
930,Tamil Nadu,Food,6605.4717,719.6001,3141.4065,49379.707,63404.03429265013,9.598714121752124,0.0,1.2840099333244348,OK,0.0,141856.31220000001,78452,9.6
931,Tamil Nadu,Clothing & Apparel,4720.144,727.7407,3176.9446,36217.953,72248.2254875423,15.306360320754436,0.0,1.9948180254014436,OK,0.0,102299.96860000001,30052,15.3
932,Tamil Nadu,Electronics & Gadgets,6851.236,809.8467,3535.377,51494.03,35241.00265810195,5.143743914514795,0.3156293690231924,0.684370647589671,REORDER SOON,35.4,147411.333,112170,5.1
933,Tamil Nadu,Footwear & Shoes,6327.697,505.09125,2204.9707,46498.85,49195.37404791103,7.774609906096407,0.0,1.0579911986621395,MONITOR,0.0,135086.6077,85891,7.8
934,Tamil Nadu,Home Decor,6034.623,576.01984,2514.6086,44756.97,21552.46099069752,3.5714676498076137,0.5184557490681825,0.4815442374829556,REORDER NOW,57.3,129241.69159999999,107689,3.6
935,Tamil Nadu,Games & Toys,5128.6836,1145.2764,4999.692,40900.477,76331.31782265178,14.88321835951664,0.0,1.8662696237662895,OK,0.0,112702.0476,36371,14.9
936,Tamil Nadu,Sports Products,7633.8774,2748.9714,12000.605,65437.746,56273.33768320552,7.371527525183756,0.1400477393798833,0.8599522618521354,MONITOR,16.7,172312.03040000002,116039,7.4
937,Tamil Nadu,Tupperware,6467.791,650.6905,2840.5825,48115.12,35762.57482120041,5.529333699064266,0.2567289864756081,0.7432710304203837,WATCHLIST,29.2,138664.1935,102902,5.5
938,Tamil Nadu,Furniture,8167.81,291.15207,1271.0212,58445.69,38533.346926418286,4.717708498360032,0.340698244827374,0.6593017710359529,REORDER SOON,38.2,172795.0312,134262,4.7
939,Tamil Nadu,Pet Care,7121.441,2511.1272,10962.3,60812.387,70568.21611020669,9.90926090984616,0.0,1.160425031666767,MONITOR,0.0,160512.561,89944,9.9
940,Tamil Nadu,Food,6331.9224,502.74084,2194.71,46518.168,45040.4352058851,7.113232383750328,0.0317667876313962,0.9682332117181636,MONITOR,5.9,135165.0804,90125,7.1
941,Tamil Nadu,Clothing & Apparel,5489.1987,588.11615,2567.415,40991.805,70068.77663673215,12.764846032591832,0.0,1.7093362109019632,OK,0.0,117840.58769999999,47772,12.8
942,Tamil Nadu,Electronics & Gadgets,6025.1685,552.7071,2412.837,44589.016,80230.7693151108,13.315937950495494,0.0,1.799339310719725,OK,0.0,128941.3755,48711,13.3
943,Tamil Nadu,Footwear & Shoes,6344.4707,643.2611,2808.1497,47219.445,62871.45890513703,9.909646028339196,0.0,1.3314739066741896,OK,0.0,136042.0344,73171,9.9
944,Tamil Nadu,Home Decor,8340.166,2208.2505,9640.095,68021.26,83808.89291727064,10.04882789626222,0.0,1.2320985073971087,OK,0.0,184783.58099999998,100975,10.0
945,Tamil Nadu,Games & Toys,5505.327,675.09045,2947.1003,41484.39,41741.54483319834,7.58202804442698,0.0,1.0061988336624534,MONITOR,2.0,118558.9673,76817,7.6
946,Pan-India,Sports Products,4406.2974,989.6454,4320.2866,35164.367,48515.241818373695,11.010432982272834,0.0,1.3796705573677381,OK,0.0,96852.53200000002,48337,11.0
947,Pan-India,Tupperware,6550.886,1101.9028,4810.345,50666.547,38267.88566736658,5.841634905729131,0.2447109971441767,0.7552890009924415,WATCHLIST,27.8,142378.951,104111,5.8
948,Pan-India,Furniture,7222.318,1997.4004,8719.631,59275.86,47079.87221995129,6.518665206966514,0.2057496472196647,0.7942503444058221,WATCHLIST,23.6,160388.309,113308,6.5
949,Pan-India,Pet Care,6096.665,3965.6008,17311.79,59988.445,49116.00511939697,8.05620856725789,0.1812422398424368,0.818757764422748,WATCHLIST,20.6,145341.755,96226,8.1
950,Pan-India,Food,6290.0015,478.133,2087.2847,46117.297,52502.44380645769,8.34696845460304,0.0,1.1384544893526107,MONITOR,0.0,134177.3162,81675,8.3
951,Pan-India,Clothing & Apparel,5881.9756,599.7276,2618.1045,43791.934,53311.37001619621,9.063514330738109,0.0,1.217378753269865,OK,0.0,126139.5921,72828,9.1
952,Pan-India,Electronics & Gadgets,6351.0923,478.4362,2088.6082,46546.254,42095.91963954964,6.628138554676031,0.0956110082599534,0.9043889899184935,MONITOR,12.5,135461.5465,93366,6.6
953,Pan-India,Footwear & Shoes,4925.783,1310.3453,5720.299,40200.78,37523.66684156616,7.617807218507001,0.0665935915967761,0.9334064374264918,MONITOR,9.3,109161.74200000001,71638,7.6
954,Pan-India,Home Decor,6319.0283,904.5081,3948.6206,48181.82,39583.251353642816,6.26413577328061,0.1784608572919861,0.8215391480363925,WATCHLIST,21.0,136648.2149,97065,6.3
955,Pan-India,Games & Toys,5287.479,600.5286,2621.6013,39633.953,46077.18026785632,8.714394938271285,0.0,1.1625683733302181,MONITOR,0.0,113658.6603,67581,8.7
956,Pan-India,Sports Products,4751.216,1023.3829,4467.567,37726.08,41095.09566790034,8.649385172571977,0.0,1.0893020337098458,MONITOR,0.0,104243.103,63148,8.6
957,Pan-India,Tupperware,7761.5903,2348.623,10252.89,64584.023,35345.03579677598,4.5538393917688245,0.4527278742399738,0.5472721294673139,REORDER SOON,49.6,173246.28629999998,137901,4.6
958,Pan-India,Furniture,4280.668,636.8555,2780.1863,32744.861,36065.0339528023,8.425094918850638,0.0,1.1013952373412825,MONITOR,0.0,92674.21429999999,56609,8.4
959,Pan-India,Pet Care,8333.699,3928.4128,17149.443,75485.336,70292.2622832391,8.434701137891857,0.0687957944382817,0.9312042047907041,MONITOR,9.2,192157.122,121865,8.4
960,Pan-India,Food,6039.7026,593.1647,2589.454,44867.37,48723.47549568257,8.067197745707736,0.0,1.0859445404462658,MONITOR,0.0,129423.20859999998,80700,8.1
961,Pan-India,Clothing & Apparel,6289.7114,480.46747,2097.4756,46125.457,66430.69178247711,10.561802805480172,0.0,1.4402175306897687,OK,0.0,134181.415,67751,10.6
962,Pan-India,Electronics & Gadgets,5976.2446,487.84885,2129.699,43963.41,65405.81761777478,10.944300589941731,0.0,1.4877330402208286,OK,0.0,127630.83559999999,62225,10.9
963,Pan-India,Footwear & Shoes,8236.191,2754.3618,12024.137,69677.48,78887.04647879377,9.578097762386951,0.0,1.1321742186829054,MONITOR,0.0,184984.14800000002,106097,9.6
964,Pan-India,Home Decor,9009.336,908.28766,3965.12,67030.47,107113.78706008104,11.889198915786466,0.0,1.59798651359719,OK,0.0,193161.17599999998,86047,11.9
965,Pan-India,Games & Toys,7480.7783,963.7679,4207.319,56572.77,87763.75928604111,11.731902153514808,0.0,1.5513427977106498,OK,0.0,161303.6633,73540,11.7
966,Pan-India,Sports Products,6002.4766,3405.1487,14865.141,56882.477,51342.18178031531,8.553499750598203,0.0973989727064231,0.9026010203514048,MONITOR,12.1,140917.1496,89575,8.6
967,Pan-India,Tupperware,5956.7637,649.09534,2833.619,44530.96,29601.238089954026,4.969349082911744,0.335266127953091,0.6647338860413974,REORDER SOON,37.5,127925.65670000002,98324,5.0
968,Pan-India,Furniture,8303.091,3834.8113,16740.828,74862.47,25921.800816843734,3.121945956971735,0.6537410367348627,0.3462589574835526,REORDER NOW,71.6,191105.73900000003,165184,3.1
969,Pan-India,Pet Care,5193.809,562.31726,2454.79,38811.453,34963.35535234402,6.731736727348125,0.0991485106280977,0.9008514922732735,MONITOR,12.8,111524.779,76561,6.7
970,Pan-India,Food,5132.0728,605.04553,2641.32,38565.83,43571.143197540354,8.489969898493042,0.0,1.129786217424605,MONITOR,0.0,110414.8488,66844,8.5
971,Pan-India,Clothing & Apparel,6122.6597,649.59875,2835.8164,45694.434,71462.23393821256,11.671763222782696,0.0,1.5639155074819957,OK,0.0,131411.67010000002,59949,11.7
972,Pan-India,Electronics & Gadgets,3155.2595,1092.5432,4769.486,26856.303,36023.260828202336,11.416893153452996,0.0,1.3413335717951327,OK,0.0,71029.9355,35007,11.4
973,Pan-India,Footwear & Shoes,6299.4663,730.9336,3190.8828,47287.15,36424.09253946736,5.782091808281838,0.2297253325053102,0.7702746420426556,WATCHLIST,26.4,135479.6751,99056,5.8
974,Pan-India,Home Decor,11254.613,597.9663,2610.4158,81392.71,142494.30375971438,12.660968457895176,0.0,1.7507010610620333,OK,0.0,238957.28879999998,96463,12.7
975,Pan-India,Games & Toys,6050.3267,604.77655,2640.1458,44992.43,87283.9628384747,14.42632236921578,0.0,1.939969964691276,OK,0.0,129697.00649999999,42413,14.4
976,Pan-India,Sports Products,6340.158,485.5716,2119.7576,46500.867,14202.450092909468,2.240078186993697,0.6945766616428337,0.30542333958868917,REORDER NOW,78.0,135263.0756,121061,2.2
977,Pan-India,Tupperware,5406.563,636.1936,2777.2966,40623.24,29922.69983288169,5.534514237185303,0.2634092923435704,0.7365906764916264,WATCHLIST,29.9,116315.1196,86392,5.5
978,Pan-India,Furniture,6353.8745,513.69415,2242.5264,46719.65,34423.95139085821,5.417788992742695,0.2631804274617042,0.7368195478959754,WATCHLIST,29.9,135673.8909,101250,5.4
979,Pan-India,Pet Care,5446.661,631.92065,2758.643,40885.273,31462.8138656334,5.7765322825190895,0.2304609650286529,0.7695390432059338,WATCHLIST,26.4,117138.52399999999,85676,5.8
980,Pan-India,Food,6342.634,491.90964,2147.4263,46545.863,30046.81174172176,4.737276775073429,0.3544686976763954,0.6455313062241808,REORDER SOON,39.6,135342.7403,105296,4.7
981,Pan-India,Clothing & Apparel,6553.4756,502.39627,2193.2058,48067.535,47877.128279146615,7.3056087035529265,0.0039612365494598,0.9960387666882983,MONITOR,3.1,139816.1934,91939,7.3
982,Pan-India,Electronics & Gadgets,6207.883,1310.5479,5721.1826,49176.363,65053.63194469431,10.479197805361972,0.0,1.322863830834629,OK,0.0,136086.7256,71033,10.5
983,Pan-India,Footwear & Shoes,8056.7056,1255.7443,5481.9385,61878.875,50895.6959753328,6.317184555874887,0.1774948077945373,0.8225051922054627,WATCHLIST,20.9,174672.7561,123777,6.3
984,Pan-India,Home Decor,6203.035,961.5032,4197.432,47618.68,50223.11322057158,8.096538542098735,0.0,1.0546935198659764,MONITOR,0.0,134461.167,84238,8.1
985,Pan-India,Games & Toys,6673.537,1105.4512,4825.8354,51540.594,82870.28032268814,12.41774473783502,0.0,1.6078642850466205,OK,0.0,144970.1124,62100,12.4
986,Pan-India,Sports Products,5470.9946,551.6612,2408.2712,40705.23,40394.431621677,7.383379871778922,0.0076353540686031,0.9923646573591894,MONITOR,3.4,117299.1578,76905,7.4
987,Pan-India,Tupperware,7336.4893,2103.343,9182.122,60537.547,28213.21189129113,3.845601199681083,0.5339551510148448,0.46604484802284984,REORDER NOW,58.5,163248.3973,135035,3.8
988,Pan-India,Furniture,4978.1484,803.5477,3507.8792,38354.918,42565.8965920114,8.550547884704653,0.0,1.109789795196835,MONITOR,0.0,108048.9956,65483,8.6
989,Pan-India,Pet Care,5399.3076,610.8404,2666.6174,40461.77,39880.82349367693,7.386284746348802,0.0143578999214156,0.9856420886599111,MONITOR,4.1,116052.077,76171,7.4
990,Pan-India,Food,5681.593,1113.7535,4862.0796,44633.227,38588.68814359251,6.791878559829523,0.135426875546255,0.8645731159791002,MONITOR,16.4,124175.53259999999,85587,6.8
991,Pan-India,Clothing & Apparel,6986.878,3635.1467,15869.195,64777.34,63635.32720001624,9.10783440621274,0.0176298169466115,0.9823701806838046,MONITOR,3.9,162593.633,98958,9.1
992,Pan-India,Electronics & Gadgets,5911.8384,507.46826,2215.3474,43598.215,40746.66746733777,6.8923852202597455,0.0654051407066042,0.9345948559439365,MONITOR,9.4,126363.95379999999,85617,6.9
993,Pan-India,Footwear & Shoes,5920.531,619.3706,2703.856,44147.57,47591.13140872613,8.038321786357928,0.0,1.0780011540550505,MONITOR,0.0,127035.007,79444,8.0
994,Pan-India,Home Decor,4900.0522,1024.088,4470.6455,38771.01,61453.93836531137,12.541486351355038,0.0,1.585048683676576,OK,0.0,107371.7417,45918,12.5
995,Pan-India,Games & Toys,6729.1274,495.95963,2165.1064,49268.996,27231.437295940344,4.046800648829669,0.4472905994649487,0.5527094015867574,REORDER SOON,49.6,143476.7818,116245,4.0
996,Pan-India,Sports Products,5879.1343,585.41754,2555.634,43709.574,58443.96661979557,9.940913723474456,0.0,1.3370976029140793,OK,0.0,126017.4543,67573,9.9
997,Pan-India,Tupperware,6032.4165,576.4914,2516.6672,44743.582,34354.6198027689,5.695001295172972,0.2321888806583522,0.7678111198779056,WATCHLIST,26.7,129197.4137,94843,5.7
